DAM_ID,Project name,Continent,Country,Main_river,Major Basin,Capacity (MW),LAT_cleaned,Lon_Cleaned,Stage,Start,End,Reference 1,Reference 2,Reference 3
157,Pião,South America,Brazil,Uruguay,"Uruguay - Brazil, South Atlantic Coast",7.2,-28.808333,-50.76875,P,,,http://sigel.aneel.gov.br/sigel.html,,
158,Quebrada Funda,South America,Brazil,Uruguay,"Uruguay - Brazil, South Atlantic Coast",16,-28.809357,-50.421857,P,,,http://sigel.aneel.gov.br/sigel.html,,
159,Serra Dos Cavalinhos I,South America,Brazil,Uruguay,"Uruguay - Brazil, South Atlantic Coast",18.5,-28.79375,-50.706099,P,,,http://sigel.aneel.gov.br/sigel.html,,
160,Pezzi,South America,Brazil,Uruguay,"Uruguay - Brazil, South Atlantic Coast",20,-28.79651667,-50.56181667,U,,,http://sigel.aneel.gov.br/sigel.html,,
161,Serra Dos Cavalinhos Ii,South America,Brazil,Uruguay,"Uruguay - Brazil, South Atlantic Coast",24,-28.79791667,-50.73958333,P,,,http://sigel.aneel.gov.br/sigel.html,,
162,Igrejinha,South America,Brazil,Ibicuí,La Plata,2.5,-28.769955,-53.967545,P,,,http://sigel.aneel.gov.br/sigel.html,,
163,Primavera Do Rio Turvo,South America,Brazil,Uruguay,"Uruguay - Brazil, South Atlantic Coast",30,-28.766667,-51.43125,P,,,http://sigel.aneel.gov.br/sigel.html,,
164,São Paulo,South America,Brazil,Uruguay,"Uruguay - Brazil, South Atlantic Coast",16,-28.78125,-51.84375,U,,,http://sigel.aneel.gov.br/sigel.html,,
165,Fazenda Grande,South America,Brazil,Ibicuí,La Plata,5,-28.6760945,-53.9739055,P,,,http://sigel.aneel.gov.br/sigel.html,,
166,Santo Antônio Do Jacuí,South America,Brazil,Ibicuí,"Uruguay - Brazil, South Atlantic Coast",5.2,-28.70625,-52.87291667,P,,,http://sigel.aneel.gov.br/sigel.html,,
167,Santa Carolina,South America,Brazil,Uruguay,"Uruguay - Brazil, South Atlantic Coast",10.5,-28.61458333,-51.40208333,P,,,http://sigel.aneel.gov.br/sigel.html,,
168,Saltinho,South America,Brazil,Uruguay,"Uruguay - Brazil, South Atlantic Coast",19.5,-28.61666683,-51.35000017,P,,,http://sigel.aneel.gov.br/sigel.html,,
169,Chimarrão,South America,Brazil,Uruguay,"Uruguay - Brazil, South Atlantic Coast",11,-28.6,-51.4,P,,,http://sigel.aneel.gov.br/sigel.html,,
170,Tio Hugo,South America,Brazil,Uruguay,"Uruguay - Brazil, South Atlantic Coast",8.1,-28.588611,-52.58125,P,,,http://sigel.aneel.gov.br/sigel.html,,
171,Touros Ii,South America,Brazil,Uruguay,La Plata,1.4,-28.577913,-50.35208333,P,,,http://sigel.aneel.gov.br/sigel.html,,
172,Jardim,South America,Brazil,Uruguay,"Uruguay - Brazil, South Atlantic Coast",9,-28.56041667,-51.40208333,P,,,http://sigel.aneel.gov.br/sigel.html,,
173,Morro Grande,South America,Brazil,Uruguay,"Uruguay - Brazil, South Atlantic Coast",9.8,-28.559431,-51.31041667,P,,,http://sigel.aneel.gov.br/sigel.html,,
174,Serraria,South America,Brazil,Ibicuí,La Plata,2.3,-28.548,-53.80208333,P,,,http://sigel.aneel.gov.br/sigel.html,,
175,Touros Iii,South America,Brazil,Uruguay,La Plata,2.1,-28.536324,-50.376176,P,,,http://sigel.aneel.gov.br/sigel.html,,
176,São Pedro,South America,Brazil,Uruguay,"Uruguay - Brazil, South Atlantic Coast",2.3,-28.51875,-51.37708333,P,,,http://sigel.aneel.gov.br/sigel.html,,
177,Tigre,South America,Brazil,Ibicuí,La Plata,2,-28.53541667,-53.86041667,P,,,http://sigel.aneel.gov.br/sigel.html,,
178,Touros Iv,South America,Brazil,Uruguay,La Plata,5.5,-28.52708333,-50.407641,P,,,http://sigel.aneel.gov.br/sigel.html,,
179,Entre Rios,South America,Brazil,Uruguay,"Uruguay - Brazil, South Atlantic Coast",1.8,-28.49999983,-51.36666683,P,,,http://sigel.aneel.gov.br/sigel.html,,
180,Touros V,South America,Brazil,Uruguay,La Plata,3.3,-28.501007,-50.423993,P,,,http://sigel.aneel.gov.br/sigel.html,,
181,Antas,South America,Brazil,Ibicuí,La Plata,3,-28.48671739,-53.94088405,P,,,http://sigel.aneel.gov.br/sigel.html,,
182,Lajeado Bonito,South America,Brazil,Uruguay,"Uruguay - Brazil, South Atlantic Coast",1.2,-28.46875,-51.36458333,P,,,http://sigel.aneel.gov.br/sigel.html,,
183,Santana 1,South America,Brazil,Uruguay,La Plata,3.3,-28.437,-50.71875,P,,,http://sigel.aneel.gov.br/sigel.html,,
184,Rincão,South America,Brazil,Uruguay,La Plata,5,-28.425278,-54.299722,P,,,http://sigel.aneel.gov.br/sigel.html,,
185,Pessegueiro,South America,Brazil,Uruguay,La Plata,1,-28.42175,-49.89075,P,,,http://sigel.aneel.gov.br/sigel.html,,
186,Passo Da Cruz,South America,Brazil,Uruguay,La Plata,6.8,-28.41041667,-54.034537,P,,,http://sigel.aneel.gov.br/sigel.html,,
187,Invernadinha,South America,Brazil,Uruguay,La Plata,2.25,-28.40551833,-49.91385167,U,,,http://sigel.aneel.gov.br/sigel.html,,
188,Boqueirão,South America,Brazil,Uruguay,"Uruguay - Brazil, South Atlantic Coast",2.7,-28.39375,-51.34791667,P,,,http://sigel.aneel.gov.br/sigel.html,,
189,Sede Ii,South America,Brazil,Uruguay,La Plata,7,-28.35208333,-53.890368,P,,,http://sigel.aneel.gov.br/sigel.html,,
190,Linha 11 Oeste,South America,Brazil,Uruguay,La Plata,13.6,-28.33671167,-54.02837833,P,,,http://sigel.aneel.gov.br/sigel.html,,
191,São Ludgero I,South America,Brazil,Uruguay,"Uruguay - Brazil, South Atlantic Coast",4.5,-28.32291667,-49.161944,P,,,http://sigel.aneel.gov.br/sigel.html,,
192,Santana 3 A,South America,Brazil,Uruguay,La Plata,18,-28.3244265,-50.7380735,P,,,http://sigel.aneel.gov.br/sigel.html,,
193,Despraiado,South America,Brazil,Uruguay,La Plata,2.7,-28.32291667,-50.863731,P,,,http://sigel.aneel.gov.br/sigel.html,,
194,São Mateus,South America,Brazil,Uruguay,La Plata,19,-28.31041667,-50.26041667,P,,,http://sigel.aneel.gov.br/sigel.html,,
195,Rs-155,South America,Brazil,Uruguay,La Plata,5.94,-28.31233167,-53.89600167,U,,,http://sigel.aneel.gov.br/sigel.html,,
196,Fonte Ijuí,South America,Brazil,Uruguay,La Plata,5.7,-28.31214967,-53.89618367,P,,,http://sigel.aneel.gov.br/sigel.html,,
197,Três Marias,South America,Brazil,Uruguay,La Plata,1.1,-28.295556,-50.85625,P,,,http://sigel.aneel.gov.br/sigel.html,,
198,Santo Cristo,South America,Brazil,Uruguay,La Plata,19.5,-28.29011667,-50.65571667,P,,,http://sigel.aneel.gov.br/sigel.html,,
199,Passo Do Buraco,South America,Brazil,Uruguay,La Plata,1.4,-28.28541667,-50.83837,P,,,http://sigel.aneel.gov.br/sigel.html,,
200,Penteado,South America,Brazil,Uruguay,La Plata,22.2,-28.28376833,-50.61710167,P,,,http://sigel.aneel.gov.br/sigel.html,,
201,Bela Vista,South America,Brazil,Uruguay,La Plata,3,-28.27387117,-50.83446217,P,,,http://sigel.aneel.gov.br/sigel.html,,
202,Rincão,South America,Brazil,Uruguay,La Plata,12,-28.25625,-50.57122,P,,,http://sigel.aneel.gov.br/sigel.html,,
203,Vassoura,South America,Brazil,Uruguay,La Plata,9,-28.246222,-50.81458333,P,,,http://sigel.aneel.gov.br/sigel.html,,
204,Palmeiras,South America,Brazil,Uruguay,La Plata,7,-28.24791667,-53.557867,P,,,http://sigel.aneel.gov.br/sigel.html,,
205,Antoninha,South America,Brazil,Uruguay,La Plata,13,-28.2336295,-50.2211295,P,,,http://sigel.aneel.gov.br/sigel.html,,
206,Estribo,South America,Brazil,Uruguay,La Plata,5.9,-28.2318295,-50.7931705,P,,,http://sigel.aneel.gov.br/sigel.html,,
207,Coxilha Rica,South America,Brazil,Uruguay,La Plata,18,-28.22126817,-50.53793483,P,,,http://sigel.aneel.gov.br/sigel.html,,
208,São José,South America,Brazil,Uruguay,"Uruguay - Brazil, South Atlantic Coast",2.75,-28.20430583,-49.17486083,P,,,http://sigel.aneel.gov.br/sigel.html,,
209,Boa Vista,South America,Brazil,Uruguay,La Plata,5,-28.19440583,-50.17226083,P,,,http://sigel.aneel.gov.br/sigel.html,,
210,Raposo,South America,Brazil,Uruguay,La Plata,6.8,-28.184167,-50.48541667,P,,,http://sigel.aneel.gov.br/sigel.html,,
211,Gamba,South America,Brazil,Uruguay,La Plata,10.8,-28.16875,-50.18541667,P,,,http://sigel.aneel.gov.br/sigel.html,,
212,Malacara,South America,Brazil,Uruguay,La Plata,9.2,-28.145,-50.11041667,P,,,http://sigel.aneel.gov.br/sigel.html,,
213,Rio Fortuna,South America,Brazil,Uruguay,"Uruguay - Brazil, South Atlantic Coast",6.85,-28.12291667,-49.1356,U,,,http://sigel.aneel.gov.br/sigel.html,,
214,Pinhalzinho,South America,Brazil,Uruguay,La Plata,9,-28.119861,-52.992639,P,,,http://sigel.aneel.gov.br/sigel.html,,
215,Capivari,South America,Brazil,Uruguay,"Uruguay - Brazil, South Atlantic Coast",12,-28.14252986,-48.96752986,U,,,http://sigel.aneel.gov.br/sigel.html,,
216,Painel,South America,Brazil,Uruguay,La Plata,8.6,-28.11458333,-50.08125,P,,,http://sigel.aneel.gov.br/sigel.html,,
217,Volta Grande,South America,Brazil,Uruguay,"Uruguay - Brazil, South Atlantic Coast",3.13,-28.08694,-48.93958333,P,,,http://sigel.aneel.gov.br/sigel.html,,
218,Linha São Paulo,South America,Brazil,Uruguay,La Plata,5,-28.076528,-53.001528,P,,,http://sigel.aneel.gov.br/sigel.html,,
219,Barra Do Rio Chapéu,South America,Brazil,Uruguay,"Uruguay - Brazil, South Atlantic Coast",15,-28.07708333,-49.150833,U,,,http://sigel.aneel.gov.br/sigel.html,,
220,Nova Fátima,South America,Brazil,Uruguay,"Uruguay - Brazil, South Atlantic Coast",4.1,-28.0411,-49.12708333,U,,,http://sigel.aneel.gov.br/sigel.html,,
221,Santa Rosa,South America,Brazil,Uruguay,"Uruguay - Brazil, South Atlantic Coast",6.5,-28.01222233,-49.12055567,U,,,http://sigel.aneel.gov.br/sigel.html,,
222,Varginha,South America,Brazil,Uruguay,"Uruguay - Brazil, South Atlantic Coast",2,-27.99308333,-49.11391667,P,,,http://sigel.aneel.gov.br/sigel.html,,
223,Salto Barroso,South America,Brazil,Uruguay,La Plata,11,-27.98541667,-53.04791667,P,,,http://sigel.aneel.gov.br/sigel.html,,
224,Santo Antônio,South America,Brazil,Uruguay,"Uruguay - Brazil, South Atlantic Coast",1.55,-27.97694467,-48.95611133,P,,,http://sigel.aneel.gov.br/sigel.html,,
225,São Bonifácio,South America,Brazil,Uruguay,"Uruguay - Brazil, South Atlantic Coast",1.91,-27.941944,-48.95208333,P,,,http://sigel.aneel.gov.br/sigel.html,,
226,Cabrito,South America,Brazil,Uruguay,La Plata,12,-27.88791,-53.05041,P,,,http://sigel.aneel.gov.br/sigel.html,,
227,Santo Cristo I,South America,Brazil,Uruguay,La Plata,1.55,-27.83680533,-54.55763867,P,,,http://sigel.aneel.gov.br/sigel.html,,
228,Barracão,South America,Brazil,Uruguay,La Plata,10.7,-27.80208333,-51.36458333,P,,,http://sigel.aneel.gov.br/sigel.html,,
229,A - Trincheira,South America,Brazil,Uruguay,La Plata,1.75,-27.781111,-54.37291667,P,,,http://sigel.aneel.gov.br/sigel.html,,
230,Pinheiro,South America,Brazil,Uruguay,La Plata,10,-27.77151667,-50.52568333,P,,,http://sigel.aneel.gov.br/sigel.html,,
231,Santo Cristo Ii,South America,Brazil,Uruguay,La Plata,2.5,-27.74916683,-54.63250017,P,,,http://sigel.aneel.gov.br/sigel.html,,
232,Itararé,South America,Brazil,Uruguay,La Plata,9,-27.72246667,-50.57336667,P,,,http://sigel.aneel.gov.br/sigel.html,,
233,João Borges,South America,Brazil,Uruguay,La Plata,19,-27.71795,-50.65705,U,,,http://sigel.aneel.gov.br/sigel.html,,
234,Antônio Munhoz Bonilha,South America,Brazil,Uruguay,"Uruguay - Brazil, South Atlantic Coast",4.75,-27.71675,-48.82925,P,,,http://sigel.aneel.gov.br/sigel.html,,
235,João Eloi,South America,Brazil,Uruguay,"Uruguay - Brazil, South Atlantic Coast",1.61,-27.71558333,-48.83858333,P,,,http://sigel.aneel.gov.br/sigel.html,,
236,Santo Amaro,South America,Brazil,Uruguay,"Uruguay - Brazil, South Atlantic Coast",4.05,-27.70597183,-48.79819483,P,,,http://sigel.aneel.gov.br/sigel.html,,
237,Forquilha I,South America,Brazil,Uruguay,La Plata,7.5,-27.658333,-51.74791667,P,,,http://sigel.aneel.gov.br/sigel.html,,
238,Sacramento,South America,Brazil,Uruguay,"Uruguay - Brazil, South Atlantic Coast",1.22,-27.64352767,-48.86480567,P,,,http://sigel.aneel.gov.br/sigel.html,,
239,Portão,South America,Brazil,Uruguay,La Plata,16.42,-27.63361117,-50.77527783,P,,,http://sigel.aneel.gov.br/sigel.html,,
240,Forquilha Ii,South America,Brazil,Uruguay,La Plata,6.5,-27.630278,-51.73958333,P,,,http://sigel.aneel.gov.br/sigel.html,,
241,Canto Do Schulwz,South America,Brazil,Uruguay,"Uruguay - Brazil, South Atlantic Coast",1.05,-27.6268055,-48.8856945,P,,,http://sigel.aneel.gov.br/sigel.html,,
242,Palheiros,South America,Brazil,Uruguay,La Plata,1.84,-27.597775,-49.739725,P,,,http://sigel.aneel.gov.br/sigel.html,,
243,Guarita B,South America,Brazil,Uruguay,La Plata,4.21,-27.5788,-53.58125,P,,,http://sigel.aneel.gov.br/sigel.html,,
244,Alto Garcia,South America,Brazil,Uruguay,"Uruguay - Brazil, South Atlantic Coast",2,-27.5844485,-49.0094485,P,,,http://sigel.aneel.gov.br/sigel.html,,
245,Ibicuí I,South America,Brazil,Uruguay,La Plata,10,-27.58081167,-51.22247833,P,,,http://sigel.aneel.gov.br/sigel.html,,
246,Pito,South America,Brazil,Uruguay,La Plata,3.7,-27.58125,-51.35625,P,,,http://sigel.aneel.gov.br/sigel.html,,
247,Taquaruçu,South America,Brazil,Uruguay,La Plata,11,-27.57708333,-53.12708333,P,,,http://sigel.aneel.gov.br/sigel.html,,
248,Bico De Pato,South America,Brazil,Uruguay,La Plata,4.6,-27.55691667,-53.57358333,P,,,http://sigel.aneel.gov.br/sigel.html,,
249,Toca Do Tigre,South America,Brazil,Uruguay,La Plata,12,-27.54375,-53.79791667,P,,,http://sigel.aneel.gov.br/sigel.html,,
250,Linha Aparecida,South America,Brazil,Uruguay,La Plata,24,-27.53541667,-53.126944,P,,,http://sigel.aneel.gov.br/sigel.html,,
251,Santa Maria,South America,Brazil,Uruguay,"Uruguay - Brazil, South Atlantic Coast",2,-27.52791667,-48.86791667,P,,,http://sigel.aneel.gov.br/sigel.html,,
252,Ibicuí Ii,South America,Brazil,Uruguay,La Plata,2.5,-27.50750017,-51.18833317,P,,,http://sigel.aneel.gov.br/sigel.html,,
253,Linha Jacinto,South America,Brazil,Uruguay,La Plata,17,-27.50041667,-53.15791667,P,,,http://sigel.aneel.gov.br/sigel.html,,
254,Alto Farias,South America,Brazil,Uruguay,"Uruguay - Brazil, South Atlantic Coast",1.2,-27.47291667,-48.831389,P,,,http://sigel.aneel.gov.br/sigel.html,,
255,Turvo 14,South America,Brazil,Uruguay,La Plata,5.3,-27.44549833,-53.84133167,P,,,http://sigel.aneel.gov.br/sigel.html,,
256,Tambaú,South America,Brazil,Uruguay,La Plata,8.81,-27.44430567,-53.56402767,U,,,http://sigel.aneel.gov.br/sigel.html,,
257,Pira,South America,Brazil,Uruguay,La Plata,16,-27.42515,-51.78735,P,,,http://sigel.aneel.gov.br/sigel.html,,
258,Turvo 13,South America,Brazil,Uruguay,La Plata,7.4,-27.41458333,-53.80625,P,,,http://sigel.aneel.gov.br/sigel.html,,
259,Pinheiral,South America,Brazil,Uruguay,"Uruguay - Brazil, South Atlantic Coast",3.19,-27.39791667,-49.042,P,,,http://sigel.aneel.gov.br/sigel.html,,
260,Estância,South America,Brazil,Uruguay,"Uruguay - Brazil, South Atlantic Coast",4.29,-27.39266667,-49.01566667,P,,,http://sigel.aneel.gov.br/sigel.html,,
261,Canta Galo,South America,Brazil,Uruguay,"Uruguay - Brazil, South Atlantic Coast",2.73,-27.39375,-48.997,P,,,http://sigel.aneel.gov.br/sigel.html,,
262,São Sebastião,South America,Brazil,Uruguay,"Uruguay - Brazil, South Atlantic Coast",9.9,-27.39791667,-49.032222,P,,,http://sigel.aneel.gov.br/sigel.html,,
263,Camboatá,South America,Brazil,Uruguay,La Plata,2,-27.334722,-51.35625,U,,,http://sigel.aneel.gov.br/sigel.html,,
264,São Valentim,South America,Brazil,Uruguay,"Uruguay - Brazil, South Atlantic Coast",2.45,-27.32291667,-49.02708333,P,,,http://sigel.aneel.gov.br/sigel.html,,
265,São Sebastião,South America,Brazil,Uruguay,"Uruguay - Brazil, South Atlantic Coast",3.7,-27.32291667,-49.04375,U,,,http://sigel.aneel.gov.br/sigel.html,,
266,Spessato,South America,Brazil,Uruguay,La Plata,2.38,-27.318056,-51.47708333,P,,,http://sigel.aneel.gov.br/sigel.html,,
267,Nova Trento,South America,Brazil,Uruguay,"Uruguay - Brazil, South Atlantic Coast",1.55,-27.31458333,-49.0725,U,,,http://sigel.aneel.gov.br/sigel.html,,
268,Aguti,South America,Brazil,Uruguay,"Uruguay - Brazil, South Atlantic Coast",3.89,-27.31986117,-49.09902783,U,,,http://sigel.aneel.gov.br/sigel.html,,
269,Turvo 18,South America,Brazil,Uruguay,La Plata,6.4,-27.312,-53.93541667,P,,,http://sigel.aneel.gov.br/sigel.html,,
270,Santo Expedito,South America,Brazil,Uruguay,La Plata,2.25,-27.31041667,-51.50625,P,,,http://sigel.aneel.gov.br/sigel.html,,
271,Barra Do Leão,South America,Brazil,Uruguay,La Plata,3.57,-27.3004165,-51.5504165,P,,,http://sigel.aneel.gov.br/sigel.html,,
272,Rio Dos Índios,South America,Brazil,Uruguay,La Plata,8,-27.2591665,-52.7533335,U,,,http://sigel.aneel.gov.br/sigel.html,,
273,Salto Góes,South America,Brazil,Uruguay,La Plata,15,-27.10083317,-51.28250017,P,,,http://sigel.aneel.gov.br/sigel.html,,
274,Salto Do Soque,South America,Brazil,Uruguay,La Plata,4.4,-27.09033333,-51.25133333,P,,,http://sigel.aneel.gov.br/sigel.html,,
275,Apiúna,South America,Brazil,Uruguay,"Uruguay - Brazil, South Atlantic Coast",24.6,-27.07652767,-49.44319433,P,,,http://sigel.aneel.gov.br/sigel.html,,
276,Xavantina,South America,Brazil,Uruguay,La Plata,6.08,-26.99375,-52.39791667,P,,,http://sigel.aneel.gov.br/sigel.html,,
277,Helena Kuhlemann,South America,Brazil,Uruguay,"Uruguay - Brazil, South Atlantic Coast",1.44,-26.99,-49.67708333,U,,,http://sigel.aneel.gov.br/sigel.html,,
278,Karl Kuhlemann,South America,Brazil,Uruguay,"Uruguay - Brazil, South Atlantic Coast",1.75,-26.99,-49.67708333,P,,,http://sigel.aneel.gov.br/sigel.html,,
279,Ascurra,South America,Brazil,Uruguay,"Uruguay - Brazil, South Atlantic Coast",11.5,-27.14791667,-49.89791667,P,,,http://sigel.aneel.gov.br/sigel.html,,
280,Nova Erechim,South America,Brazil,Uruguay,La Plata,18.5,-26.87915867,-52.87917467,P,,,http://sigel.aneel.gov.br/sigel.html,,
281,Estação Indaiál,South America,Brazil,Uruguay,"Uruguay - Brazil, South Atlantic Coast",27,-26.885853,-49.201647,P,,,http://sigel.aneel.gov.br/sigel.html,,
282,Zimlich,South America,Brazil,Uruguay,"Uruguay - Brazil, South Atlantic Coast",13.3,-26.88391496,-49.22141496,P,,,http://sigel.aneel.gov.br/sigel.html,,
283,Encano,South America,Brazil,Uruguay,"Uruguay - Brazil, South Atlantic Coast",12,-26.88138917,-49.18555583,P,,,http://sigel.aneel.gov.br/sigel.html,,
284,Belmonte,South America,Brazil,Uruguay,La Plata,3.6,-26.83541667,-53.66458333,U,,,http://sigel.aneel.gov.br/sigel.html,,
285,Bandeirante,South America,Brazil,Uruguay,La Plata,3,-26.7976385,-53.6648615,U,,,http://sigel.aneel.gov.br/sigel.html,,
286,Alto Benedito Novo Ii,South America,Brazil,Uruguay,"Uruguay - Brazil, South Atlantic Coast",5.7,-26.76542136,-49.4387453,P,,,http://sigel.aneel.gov.br/sigel.html,,
287,Guarani,South America,Brazil,Uruguay,La Plata,27.53,-26.77986133,-52.49930533,P,,,http://sigel.aneel.gov.br/sigel.html,,
288,Ponte Serrada,South America,Brazil,Uruguay,La Plata,2.9,-26.7691665,-52.0308335,P,,,http://sigel.aneel.gov.br/sigel.html,,
289,Marema,South America,Brazil,Uruguay,La Plata,9.4,-26.76875,-52.61041667,P,,,http://sigel.aneel.gov.br/sigel.html,,
290,Santa Maria Baixo,South America,Brazil,Uruguay,"Uruguay - Brazil, South Atlantic Coast",2.75,-26.78125,-49.37291667,P,,,http://sigel.aneel.gov.br/sigel.html,,
291,Kaingang,South America,Brazil,Uruguay,La Plata,8.5,-26.76166667,-52.49083333,P,,,http://sigel.aneel.gov.br/sigel.html,,
292,Salto Donner Ii,South America,Brazil,Ribeira,"Uruguay - Brazil, South Atlantic Coast",2.9,-26.73312917,-49.47520417,P,,,http://sigel.aneel.gov.br/sigel.html,,
293,Foz Do Chapecozinho,South America,Brazil,Uruguay,La Plata,26.6,-26.80625,-52.68125,P,,,http://sigel.aneel.gov.br/sigel.html,,
294,Santa Maria,South America,Brazil,Ribeira,"Uruguay - Brazil, South Atlantic Coast",4,-26.77708333,-49.38541667,P,,,http://sigel.aneel.gov.br/sigel.html,,
295,Ilha,South America,Brazil,Uruguay,"Uruguay - Brazil, South Atlantic Coast",2.15,-26.78125,-49.4,P,,,http://sigel.aneel.gov.br/sigel.html,,
296,São Jorge,South America,Brazil,Uruguay,La Plata,8.7,-26.70983333,-53.39316667,P,,,http://sigel.aneel.gov.br/sigel.html,,
297,Passos Maia,South America,Brazil,Uruguay,La Plata,22.2,-26.7086,-51.91041667,U,,,http://sigel.aneel.gov.br/sigel.html,,
